Arquivo;Reuniao;Data (AAAA/MM);Tema_Classificado;Ocorrencias;Relevancia_(%);Palavras_Chave_Ativadas;Trecho_Prova_(Auditoria)
54_2021_Pleno_ordin_ata.pdf;54ª Reunião Ordinária;2021;Mobilidade Ativa: Acessibilidade e Pedestres;68;28.6;acessibilidade, cadeirante, calcada, pedestre;Maria Teresa – nosso próximo ponto da pauta é Acessibilidade. [...] Elas tratarão também das Rotas Escolares Seguras, Territórios Educadores, Áreas Calmas, Rotas de Acessibilidade e do envolvimento da CET com a CPA.
54_2021_Pleno_ordin_ata.pdf;54ª Reunião Ordinária;2021;Composição e Governança do Conselho;34;14.3;conselheiro, conselho, eleic, regimento interno, representante;Reunião Ordinária do Conselho Municipal de Transporte e Trânsito – CMTT Data: 26.02.2021 (sexta-feira) Horário: 9:00 às 12:00 (online) Participantes: Conselheiros | Órgãos Municipais 1. [...] Valtair Ferreira Valadão - CET Conselheiros | Temáticos, Regionais e Operadores do Transporte 1.
54_2021_Pleno_ordin_ata.pdf;54ª Reunião Ordinária;2021;Estrutura e Organização da Rede Viária;25;10.5;cet, corredor, via;Valtair Ferreira Valadão - CET Conselheiros | Temáticos, Regionais e Operadores do Transporte 1. [...] Agradeço a participação da equipe da SMT, do Valdemar, Presidente da SPTrans, e de toda equipe, da CET, DSV, DTP, Conselheiros, Sociedade Civil e também do Francisco Christovam, representando a SPUrbanuss.
55_2021_Pleno_ordin_ata.pdf;55ª Reunião Ordinária;2021;Transporte Público Coletivo;52;27.5;frota, metro, onibus, sptrans, terminal, transporte coletivo;Que em seguida seria feito um balanço sobre os trabalhos que têm sido desenvolvidos nas câmaras temáticas e sobre a criação da câmara temática de transporte coletivo. [...] Agradeceu a participação do(a)s conselheiro(a)s, da diretoria da SPTrans, dos representantes das demais secretarias e das equipes da SMT, CET e SPTrans.
55_2021_Pleno_ordin_ata.pdf;55ª Reunião Ordinária;2021;Mobilidade Ativa: Acessibilidade e Pedestres;31;16.4;acessibilidade, cadeirante, calcada, pedestre, travessia;Questiono: por que as medições tanto de calçadas quanto de vias que serão recapeadas são feitas em metros quadrados? [...] Qual será o tipo de recapeamento das faixas de pedestres?
55_2021_Pleno_ordin_ata.pdf;55ª Reunião Ordinária;2021;Composição e Governança do Conselho;29;15.3;conselheiro, conselho, eleic, mandato, regimento interno, representante;55ª Reunião Ordinária do Conselho Municipal de Trânsito e Transporte – CMTT Data: 30.04.2021 (sexta-feira) Horário: 9:00 às 12:00 (online) Participantes: Conselheiros | Órgãos Municipais 1. [...] Ermel – SGM Conselheiros | Temáticos, Regionais e Operadores do Transporte 1.
55_2021_Pleno_ordin_ata.pdf;55ª Reunião Ordinária;2021;Estrutura e Organização da Rede Viária;27;14.3;asfalto, cet, corredor, recapeamento, semaforo, via;Agradeceu a participação do(a)s conselheiro(a)s, da diretoria da SPTrans, dos representantes das demais secretarias e das equipes da SMT, CET e SPTrans. [...] Maria Teresa – convidou Thiago Ermel para fazer sua apresentação e o agradeceu por sua disponibilidade na realização do trabalho conjunto com a SMT, CET e SPTrans em relação às metas de Mobilidade.
55_2021_Pleno_ordin_ata.pdf;55ª Reunião Ordinária;2021;Mobilidade Ativa: Bicicletas;14;7.4;bicicleta, bike, ciclista, ciclovia;A maioria dessa equipe vai trabalhar de metrô, ônibus, bicicleta e até a pé. [...] Júlio – sou ciclista há 40 anos e quero ver uma cidade cada vez melhor e inclusiva.
55_2021_Pleno_ordin_ata.pdf;55ª Reunião Ordinária;2021;Transporte Individual: Táxis;11;5.8;dtp, taxi, taxista;Esclareço que a SMT, CET, SPTrans, DSV, DTP e suas equipes estão sempre à disposição e são muito cordiais e prestativos para que juntos construamos uma cidade melhor, mais acolhedora, justa e inclusiva. [...] Sobre a câmara da acessibilidade o grupo que discutiu entendeu que ao invés de criar mais uma câmara temática, poderíamos criar assentos de pessoas com deficiência em cada uma das câmaras temáticas (táxi, motos, bicicleta, transporte escolar e transporte coletivo).
56_2021_Pleno_ordin_ata.pdf;56ª Reunião Ordinária;2021;Transporte Público Coletivo;75;33.8;frota, onibus, sptrans, transporte coletivo;Temos o Programa de Metas, as ciclovias a serem construídas e mantidas, vários quilômetros de faixas exclusivas e corredores de ônibus a serem construídos e nada foi mudado a não ser esse olhar à mobilidade. [...] Tivemos uma redução nesse um ano e meio, estamos constatando que as pessoas ainda estão com medo de andar no transporte coletivo e estão partindo para outros modais.
56_2021_Pleno_ordin_ata.pdf;56ª Reunião Ordinária;2021;Composição e Governança do Conselho;70;31.5;conselheiro, conselho, eleic, mandato, posse, representante;56ª Reunião Ordinária do Conselho Municipal de Transporte e Trânsito – CMTT Data: 31.08.2021 (terça-feira) Horário: 9h às 12h (online) Participantes: Conselheiros | Órgãos Municipais 1. [...] Rosângela Sartorelli – SIURB Conselheiros | Temáticos, Regionais e Operadores do Transporte 1.
56_2021_Pleno_ordin_ata.pdf;56ª Reunião Ordinária;2021;Segurança Viária;30;13.5;acidente, morte, seguranca, velocidade;Temos muitas missões e uma das que mais me preocupa é a questão da redução de acidentes. [...] A moto e a bicicleta lideram a preocupação com a questão dos acidentes.
56_2021_Pleno_ordin_ata.pdf;56ª Reunião Ordinária;2021;Estrutura e Organização da Rede Viária;16;7.2;cet, corredor, via;Temos o Programa de Metas, as ciclovias a serem construídas e mantidas, vários quilômetros de faixas exclusivas e corredores de ônibus a serem construídos e nada foi mudado a não ser esse olhar à mobilidade. [...] Como são dois assuntos complexos para o momento, com muitas atribuições, novidades e intensidade, o Levi cuidará da SPTrans e do DTP e para mim ficará a CET e o DSV.
56_2021_Pleno_ordin_ata.pdf;56ª Reunião Ordinária;2021;Motocicletas e Motofrete;13;5.9;moto;A moto e a bicicleta lideram a preocupação com a questão dos acidentes. [...] Sabemos que mesmo com as ciclofaixas não há muita segurança e, a meu ver, pela falta desse convívio do motorista com o ciclista.
57_2021_Pleno_ordin_ata.pdf;57ª Reunião Ordinária;2021;Composição e Governança do Conselho;18;19.6;conselheiro, conselho, eleic, regimento interno, representante;57ª Reunião Ordinária do Conselho Municipal de Transporte e Trânsito – CMTT Data: 22.10.2021 (terça-feira) Horário: 9h às 12h (online) Participantes: Conselheiros | Órgãos Municipais 1. [...] Rosilda M.V Domingues - SPTrans Conselheiros | Temáticos, Regionais e Operadores do Transporte 1.
57_2021_Pleno_ordin_ata.pdf;57ª Reunião Ordinária;2021;Mobilidade Urbana: Organização Geral e Prestação de Contas;15;16.3;orcament, plano diretor, prestacao de contas;Assuntos: Programa de Metas, balanço das ações da SMT, pauta sobre a Revisão do Plano Diretor (que esta em andamento a respeito do tema da mobilidade) e FUNDURB: recursos destinados à mobilidade. [...] Não ficou claro – para mim como o CMTT se insere neste trabalho, ou se é só uma prestação de contas e isso vai ficar específico com a SPTRANS.
57_2021_Pleno_ordin_ata.pdf;57ª Reunião Ordinária;2021;Transporte Público Coletivo;14;15.2;frota, onibus, sptrans, transporte coletivo;Manoel Messias Crispim Santos - SPTrans 12. [...] Rosilda M.V Domingues - SPTrans Conselheiros | Temáticos, Regionais e Operadores do Transporte 1.
57_2021_Pleno_ordin_ata.pdf;57ª Reunião Ordinária;2021;Estrutura e Organização da Rede Viária;11;12.0;cet, corredor, semaforo;A previsão dos corredores vamos dar início na licitação agora, não sei se a gente consegue ter execução este ano. [...] A segunda, em relação a segurança – eu sei que não estão nas metas, mas a fiscalização de motos em semáforo vermelho – eu sei que não se coloca meta no final do ano, mas eu acho que podia ter alguma ação e empenho, nesse assunto.
57_2021_Pleno_ordin_ata.pdf;57ª Reunião Ordinária;2021;Motocicletas e Motofrete;10;10.9;moto;Diego – basicamente acho que ele esta perguntando sobre a regulamentação do motofrete? [...] Adauto – não é sobre o motofrete, até por que o setor de motofrete está bem representado no nosso conselho, é sobre o transporte de mercadorias por aplicativo, pode ser que esteja na mesma comissão, mas no nosso caso seria o transporte por aplicativo de carga – não de pessoas.
57_2021_Pleno_ordin_ata.pdf;57ª Reunião Ordinária;2021;Segurança Viária;9;9.8;acidente, seguranca;"Outro informe é sobre um item de pauta da reunião anterior a respeito do acidente de trânsito com ônibus ocasionando uma morte, nos já recebemos os resultados do pedido de representação que foi formulado pelo Deputado Estadual Carlos Giannasi e pelo Vereador Celso Luis Giannasi em face da municipalidade e da SPTrans. [...] - O ministério público conclui: “Não há razão para instauração de inquérito civil, as reclamadas apresentaram esclarecimentos satisfatórios a respeito dos fatos aqui apurados, comprovando documentalmente suas alegações, viram os autos de forma que o acidente decorreu de um mau funcionamento do sistema em razão da existência de um parafuso que impedia o pleno funcionamento do sistema de bloqueio de portas; não há evidências de omissão da empresa de verificar o bom funcionamento do sistema de bloqueio das portas.” 16/09/2021."
57_2021_Pleno_ordin_ata.pdf;57ª Reunião Ordinária;2021;Mobilidade Ativa: Bicicletas;9;9.8;bicicleta, ciclovia;Maria Teresa – agradece e abre para inscrições de fala com controle de tempo e avisa também que deixou no chat o link com informações da audiência pública sobre a expansão da malha cicloviária – serão apresentados 48 km completando os primeiros 150 km da meta de 300 km. [...] Foi solicitado pelo gabinete do prefeito que montássemos um grupo de trabalho para estudar a regulamentação de OTES – (são as operadoras de tecnologia de entrega, são entregas que podem ser feitas por moto ou bicicleta com regras específicas para cada caso).
58_2021_Pleno_ordin_ata.pdf;58ª Reunião Ordinária;2021;Mobilidade Ativa: Bicicletas;38;25.2;bicicleta, bike, ciclista, ciclofaixa, ciclovia;Lucian de Paula – integrante CT Bicicleta 4. [...] Thomas Yang – palestrante convidado - integrante CT Bicicleta Observadores: 1.
58_2021_Pleno_ordin_ata.pdf;58ª Reunião Ordinária;2021;Transporte Público Coletivo;30;19.9;metro, onibus, sptrans, terminal, transporte coletivo;Manoel Messias Crispim Santos – SPTrans 14. [...] Rafael Camargo – palestrante convidado - SPTrans 22.
58_2021_Pleno_ordin_ata.pdf;58ª Reunião Ordinária;2021;Composição e Governança do Conselho;21;13.9;conselheiro, conselho, eleic, mandato;58ª Reunião Ordinária do Conselho Municipal de Trânsito e Transporte – CMTT Data: 17.12.2021 (sexta-feira) Horário: 9h às 12h (online) Participantes: Conselheiros | Órgãos Municipais 1. [...] Thiago Luiz Rosasco Ermel - SGM Conselheiros | Temáticos, Regionais e Operadores do Transporte 1.
58_2021_Pleno_ordin_ata.pdf;58ª Reunião Ordinária;2021;Segurança Viária;18;11.9;acidente, morte, seguranca, velocidade;Dawton – cumprimentou todos e se apresentou: “Sou especialista em mobilidade e segurança de trânsito, tenho 43 anos de CET, atualmente sou Gerente de Planejamento e Mobilidade, responsável pela estruturação e ampliação do sistema viário e pelos planos cicloviários de integração modal e Coordenador Geral do Plano Cicicloviário da Cidade de São Paulo. [...] Gostaria de perguntar sobre o impacto da pandemia nas mortes de cobradores e motoristas, já li que essa foi uma das categorias mais afetada”.
58_2021_Pleno_ordin_ata.pdf;58ª Reunião Ordinária;2021;Estrutura e Organização da Rede Viária;14;9.3;cet, corredor, engenharia de trafego, via;Dawton – cumprimentou todos e se apresentou: “Sou especialista em mobilidade e segurança de trânsito, tenho 43 anos de CET, atualmente sou Gerente de Planejamento e Mobilidade, responsável pela estruturação e ampliação do sistema viário e pelos planos cicloviários de integração modal e Coordenador Geral do Plano Cicicloviário da Cidade de São Paulo. [...] Com a faixa na esquerda não pensar em corredores, com isso podemos levar os pontos de ônibus para as esquinas como temos conversado há muito tempo.
58_2021_Pleno_ordin_ata.pdf;58ª Reunião Ordinária;2021;Transporte Escolar e Fretamento;9;6.0;escolar, van;Osvaldo Luiz Reis – integrante CT Transporte Escolar 5. [...] Faço parte da Câmara Temática de Transporte Escolar e sempre estamos solicitando a utilização da faixa de ônibus, hoje em São Paulo somos 15.000 escolares, temos crianças que ficam desnecessariamente dentro da van 1h15 para um percurso que não chega a quatro quilômetros.
58_2021_Pleno_ordin_ata.pdf;58ª Reunião Ordinária;2021;Motocicletas e Motofrete;8;5.3;moto;José Montal – integrante CT Motocicleta 3. [...] Gostaria de perguntar sobre o impacto da pandemia nas mortes de cobradores e motoristas, já li que essa foi uma das categorias mais afetada”.
59_2022_Pleno_ordin_ata.pdf;59ª Reunião Ordinária;2022;Composição e Governança do Conselho;65;24.5;conselheiro, conselho, eleic, mandato, posse, representante;59ª Reunião Ordinária do Conselho Municipal de Trânsito e Transporte – CMTT Data: 25.02.2021 (sexta-feira) Horário: 9h às 12h (online) Participantes: Conselheiros | Órgãos Municipais 1. [...] Thiago Luiz Rosasco Ermel - SGM Conselheiros | Operadores do Transporte 1.
59_2022_Pleno_ordin_ata.pdf;59ª Reunião Ordinária;2022;Segurança Viária;41;15.5;acidente, morte, seguranca, velocidade, visao zero;"Teremos a área calma, desenvolvimento de projetos de segurança viária e pedestres, rotas acessíveis, vias seguras, programa de renovação semafórica, mini rotatória - a execução, implantação de um número elevado de faixas de travessia, avanço de calçadas, rota escolar, projeto de ruas completas, rotas acessíveis para idosos e pessoas com deficiência, elaboração e execução de estrutura ciclo viária através da PPP da habitação, os contratos 002 e 003 já foram assinados que é para construção de estrutura das ciclovias e ciclo faixa e nós já estamos próximos de expedir as ordens de serviço para começar a construção de cerca de quase 50 km para esse ano e também a ata de manutenção das ciclovias deve ser publicada amanhã para consulta pública pelo período de 15 dias; portanto são essas as principais atividades e projetos que deverão ser implementados ao longo deste ano. [...] MICHELE - obrigado a todos, a terceira pauta programa faixa azul vai ser apresentado pelo gerente de segurança Júlio Rebelo."
59_2022_Pleno_ordin_ata.pdf;59ª Reunião Ordinária;2022;Transporte Individual: Táxis;41;15.5;dtp, taxi, taxista;Reajuste de Tarifa para o Setor de Táxi – Apresentação: SIMTETAXIS. [...] MICHELE - A segunda pauta foi proposta pela sociedade civil e é o reajuste da tarifa para o setor de táxi e quem vai apresentar é o Ceará, por gentileza.
59_2022_Pleno_ordin_ata.pdf;59ª Reunião Ordinária;2022;Motocicletas e Motofrete;35;13.2;faixa azul, moto;Programa Faixa Azul – Apresentação: SMT/CET. [...] ELVIO - peço permissão para falar, o Reis ele é meu amigo motorista de aplicativo para você ver como é que é importante a coexistência entre os modais a gente sabe que hoje existe uma concorrência que a princípio começou como o nosso entendimento desleal, e que nós mostrávamos que existe assim uma tarifa extremamente baixa por parte de motoristas de aplicativo, uma taxa extremamente alta por parte dessas operadoras e que nós colocamos lá atrás como insustentável .
59_2022_Pleno_ordin_ata.pdf;59ª Reunião Ordinária;2022;Mobilidade Urbana: Organização Geral e Prestação de Contas;28;10.6;custos, orcament, tarifa;"Reajuste de Tarifa para o Setor de Táxi – Apresentação: SIMTETAXIS. [...] Gostaria de fazer algumas considerações sobre o Conselho Municipal de Trânsito e Transportes - CMTT instituído nos termos do Decreto 54058/2013 e 56995/ 2016 tem um caráter consultivo propositivo e participativo em questões relacionadas às ações mobilidade urbana executadas pela SMT diretamente ou por intermédio da SPTRANS e da CET; suas principais atribuições são garantir a gestão democrática e a participação popular na proposição de diretrizes destinadas ao planejamento e aplicação dos recursos orçamentários destinados a melhoria da mobilidade urbana, subsidiar a formulação de políticas públicas municipais relacionadas à política nacional de mobilidade urbana e acompanhar a elaboração e implementação do programa de metas da prefeitura."
59_2022_Pleno_ordin_ata.pdf;59ª Reunião Ordinária;2022;Estrutura e Organização da Rede Viária;16;6.0;cet, corredor, engenharia de trafego, faixa exclusiva, via;"Programa Faixa Azul – Apresentação: SMT/CET. [...] Gostaria de fazer algumas considerações sobre o Conselho Municipal de Trânsito e Transportes - CMTT instituído nos termos do Decreto 54058/2013 e 56995/ 2016 tem um caráter consultivo propositivo e participativo em questões relacionadas às ações mobilidade urbana executadas pela SMT diretamente ou por intermédio da SPTRANS e da CET; suas principais atribuições são garantir a gestão democrática e a participação popular na proposição de diretrizes destinadas ao planejamento e aplicação dos recursos orçamentários destinados a melhoria da mobilidade urbana, subsidiar a formulação de políticas públicas municipais relacionadas à política nacional de mobilidade urbana e acompanhar a elaboração e implementação do programa de metas da prefeitura."
59_2022_Pleno_ordin_ata.pdf;59ª Reunião Ordinária;2022;Transporte Público Coletivo;15;5.7;onibus, sptrans;Christina Maria Marchiori Borges – SPTrans 8. [...] Manoel Messias Crispim Santos – SPTrans 16.
60_2022_Pleno_ordin_ata.pdf;60ª Reunião Ordinária;2022;Transporte Público Coletivo;36;24.5;emtu, frota, onibus, sptrans, terminal, transporte coletivo;Christina Maria Marchiori Borges – SPTRANS 11. [...] Paulo Cesar dos Santos Ferreira - EMTU 29.
60_2022_Pleno_ordin_ata.pdf;60ª Reunião Ordinária;2022;Motocicletas e Motofrete;26;17.7;faixa azul, moto;Balanço dos três primeiros meses de implantação da Faixa Azul. [...] JACKELINE - Não vi nenhuma manifestação, então vamos ao próximo informe é o balanço dos três primeiros meses de implantação da faixa azul.
60_2022_Pleno_ordin_ata.pdf;60ª Reunião Ordinária;2022;Composição e Governança do Conselho;21;14.3;conselheiro, conselho;60ª Reunião Ordinária do Conselho Municipal de Trânsito e Transporte – CMTT Data: 29.04.2022 (sexta-feira) Horário: 9h às 12h (online) Participantes: Conselheiros | Órgãos Municipais 1. [...] Thiago Luiz Rosasco Ermel - SGM Conselheiros | Operadores do Transporte 1.
60_2022_Pleno_ordin_ata.pdf;60ª Reunião Ordinária;2022;Segurança Viária;19;12.9;acidente, seguranca, sinistro, velocidade;Só relembrando esse projeto foi uma provocação do secretário em virtude de um aumento bastante significativo do número de acidentes com moto esse número de acidente com moto veio crescendo nos últimos anos e nós começamos a estudar formas de tentar reduzir esse número de sinistros fizemos uma busca internacional fizemos uma pesquisa de algumas soluções utilizadas em outros países não há um consenso que fosse possível de fazer um copia e cola e utilizar soluções dos outros países nós temos, por exemplo, na Malásia elas apesar de que o número de motos na Malásia é uma coisa extrema alta e eles trabalham com faixas exclusivas e eles tiveram nos últimos 20 anos uma redução de 83% dos sinistros com mortos, outro exemplo foi da Austrália que permite a circulação de motos entre os veículos inclusive ela incentiva a utilização de motos entre os veículos, porém ela só sinaliza como a sinalização vertical ela coloca placas nos corredores informando que a passagem de motos entre os veículos é legal e por outro lado a gente tem outro exemplo da Tailândia que também tem problemas bastante sérios com segurança com sinistros envolvendo motos, porém ele não tomou nenhuma atitude com relação a isso então é o país que tem o maior número de óbitos com motociclistas pesquisamos outros países a Califórnia, por exemplo, a Califórnia ultimamente era o único estado americano que permite a circulação de motos entre os veículos estão nós fizemos uma abordagem extensa em vários países toda a literatura que nós conseguimos obter com relação a isso e depois de discussões técnicas entre a superintendência de projetos superintendência de operações área de normas nós fomos construindo esse projeto e efetivamente implantamos no dia 25 de Janeiro na 23 de Maio entre a Praça das Bandeiras e o complexo João Jorge Saad em torno de 5,5 km no sentido Santana aeroporto essa foi a solicitação que nós fizemos ao SENATRAM e nós obtivemos essa autorização como eu falei por um ano como sinalização experimental e Da qual nós temos que fazer essa esse balanço trimestral encaminhando-a ao SENATRAN. [...] Júlio obrigado pela apresentação acho que a gente tá cumprindo aqui nosso papel do CMTT de acompanhar uma iniciativa que apesar de guardar paralelo com outras que já foram realizadas tem alguma coisa de novo como você destacou, eu senti falta Julio você colocou os sinistros em três períodos eu tenho impressão de que,para ter uma avaliação mais justa e que você pode seguir ao longo do tempo, a gente deveria ter a média móvel de morte antes da instalação e após a instalação e tem alguns gráficos que não dizem nada, você mostrou ali tem sinistros com vitimas e sinistros sem vitimas, podia ter o número de acidentes antes e depois e número de vítimas fatais antes e depois.
60_2022_Pleno_ordin_ata.pdf;60ª Reunião Ordinária;2022;Transporte Individual: Táxis;10;6.8;taxi, taxista;Wagner Caetano – Taxi Luxo Conselheiros da Sociedade Civil | Temáticos e Regionais 1. [...] ELVIO FERNANDES – Bom dia, Parabéns por esse projeto eu acho que ele vem a disciplinar o transito eu falo como taxista como profissional do volante que esta todo dia no trânsito a gente percebe que realmente a 23 de maio ganhou um pouco mais de disciplina o transito é um organismo vivo e quando você disciplina o trânsito você tá ajudando tanto os profissionais taxistas e motoristas de aplicativo e principalmente o público alvo os motociclistas os motoboys entregadores motofrete com relação ao e o senhor Júnior mesmo perguntou seu Gerson Cunha respondeu e é exatamente isso só sabe quem está no guidão quem está atrás do volante e está trabalhando aí em uma carga muitas vezes escravocrata de 16, 18 20 horas e você apaga realmente você dorme com olho aberto você esta sonhando que esta dirigindo pilotando uma moto e você na verdade está colocando a sua vida e dos transeuntes dos outros motociclista e principalmente do transito como eu disse é um organismo vivo, Nós temos que pensar macro, como o próprio Gerson Cunha falou isso foi um caso e não vai ser o último e isso tem que ser apurado divulgado e principalmente cobrado por parte dessas empresas globalizadas que só estão interessados em usar essa mão de obra de maneira e escravatória mesmo e principalmente visando única e exclusivamente o lucro a gente nunca os percebe interessados no coletivo no bem comum e principalmente no bem estar e na salubridade de seus parceiros.
60_2022_Pleno_ordin_ata.pdf;60ª Reunião Ordinária;2022;Estrutura e Organização da Rede Viária;8;5.4;cet, corredor, via;Só relembrando esse projeto foi uma provocação do secretário em virtude de um aumento bastante significativo do número de acidentes com moto esse número de acidente com moto veio crescendo nos últimos anos e nós começamos a estudar formas de tentar reduzir esse número de sinistros fizemos uma busca internacional fizemos uma pesquisa de algumas soluções utilizadas em outros países não há um consenso que fosse possível de fazer um copia e cola e utilizar soluções dos outros países nós temos, por exemplo, na Malásia elas apesar de que o número de motos na Malásia é uma coisa extrema alta e eles trabalham com faixas exclusivas e eles tiveram nos últimos 20 anos uma redução de 83% dos sinistros com mortos, outro exemplo foi da Austrália que permite a circulação de motos entre os veículos inclusive ela incentiva a utilização de motos entre os veículos, porém ela só sinaliza como a sinalização vertical ela coloca placas nos corredores informando que a passagem de motos entre os veículos é legal e por outro lado a gente tem outro exemplo da Tailândia que também tem problemas bastante sérios com segurança com sinistros envolvendo motos, porém ele não tomou nenhuma atitude com relação a isso então é o país que tem o maior número de óbitos com motociclistas pesquisamos outros países a Califórnia, por exemplo, a Califórnia ultimamente era o único estado americano que permite a circulação de motos entre os veículos estão nós fizemos uma abordagem extensa em vários países toda a literatura que nós conseguimos obter com relação a isso e depois de discussões técnicas entre a superintendência de projetos superintendência de operações área de normas nós fomos construindo esse projeto e efetivamente implantamos no dia 25 de Janeiro na 23 de Maio entre a Praça das Bandeiras e o complexo João Jorge Saad em torno de 5,5 km no sentido Santana aeroporto essa foi a solicitação que nós fizemos ao SENATRAM e nós obtivemos essa autorização como eu falei por um ano como sinalização experimental e Da qual nós temos que fazer essa esse balanço trimestral encaminhando-a ao SENATRAN. [...] Eu queria falar sobre a comunicação a CET tem feito posts constantes sobre a faixa azul eu contei rapidamente e cheguei a ver 15 posts sobre a faixa azul uns vídeos super amadores tal me parece com um projeto político muito importante e algumas falas do secretário dão a entender que o plano é espalhar pela cidade já logo já fazer muito mais quando na apresentação é falado que o projeto é de um ano experimental eu estou imaginando que isso vai acontecer a partir daqui a um ano espero muito como um projeto politicamente muito caro e existe uma pressão do sindicato dos motoboys só queria entender se o projeto se a gente experimenta por um ano e somente a partir de um ano teria autorização para fazer outras e outras com esses dados consolidados o antes e o depois.
60_2022_Pleno_ordin_ata.pdf;60ª Reunião Ordinária;2022;Mobilidade Urbana: Organização Geral e Prestação de Contas;8;5.4;custos, orcament, plano diretor, subsidio, tarifa;Revisão do Plano Diretor Estratégico: Andamento dos trabalhos e Calendário das Reuniões Temáticas e Regionais. [...] Quero primeiramente Agradecer o convite para participar e dar esse informe aqui junto ao conselho de Municipal de Trânsito e Transporte e falar um pouquinho sobre o processo de discussão pública dessa revisão intermediária do plano diretor.
60_2022_Pleno_ordin_ata.pdf;60ª Reunião Ordinária;2022;Transporte Escolar e Fretamento;8;5.4;van;JOSE CARLOS BIAGIONI – Esta tendo algum conflito de informação porque a documentação apresentada pela empresa esta sob analise da nossa área de contratos até para que se verifique se todos os requisitos exigidos sejam atendidos na realidade provavelmente ele retorne sim porque ela já tinha os requisitos e nos acreditamos que ela vá continuar atendendo mais qualquer empresa ou cooperativa pode prestar o serviço desde que atenda as regras do jogo há toda transparência tanto é que isso é publico e nós estamos abertos a reuniões que forem necessárias a demonstração de toda parte de documentação e controle tanto é que estamos fazendo reuniões periódicas com acompanhamento da Secretária e do próprio DTP e com a empresa que presta serviço hoje e para complementar com respeito a segunda parte não tem reclamação de falta de atendimento nem do Atende executado por van e nem do Atende executado por taxi ou seja todos os pedidos que nos são feitos são plenamente atendidos e como o Simão falou estamos a disposição para o dialogo recentemente tivemos uma reunião para falarmos sobre taxi não a problema nenhum quanto a isso. [...] SANDRA RAMALHOSO – Bom dia, obrigado Simão, José Carlos por estarem aqui, obrigado conselho para ter colocado essa pauta para nós é muito importante que as pessoas conheçam o serviço porque a gente vem aqui no conselho reclamar muito de ônibus a gente precisa de acessibilidade a gente precisa disso e daquilo e a resposta deles é mas você tem o serviço atende mais que serviço é esse é bom que a população conheça realmente que serviço que é disponibilizado pelo Atende bom pelo que vocês falaram por exemplo uma pessoa com deficiência ela não pode trabalhar e estudar ao mesmo tempo que ela pega a van para trabalhar ela tem que voltar para casa ela não pode ser levada para escola e depois da escola voltar para casa ela não pode por exemplo trabalhar e ter uma terapia, ela não pode estudar e ter uma terapia, ou ela faz uma coisa ou ela faz outra não pode fazer duas coisas no mesmo dia como vocês falaram logo no começo é casa/ serviço/casa então isso realmente dificulta por exemplo para as pessoas que estudam e trabalham os jovens e adolescentes pessoas que já estão no mercado de trabalho adultos pessoas que tem essa dificuldade precisa trabalhar e estudar então gostaria de deixar esse também claro para as pessoas que querem conhecer o serviço Atende que nós é oferecido o cadastro graças a Deus fizeram online depois de muita briga porque a pessoa já tem dificuldade de mobilidade ainda tem que até a SPTRANS voltar para casa depois vai para não sei onde parabéns vocês colocaram aí online o serviço nós temos outras questões que as vezes as pessoas não têm acesso à internet mas pelo menos o serviço já está sendo oferecido online e isso é muito importante para nós, eu queria falar vocês colocaram aqui de 18 a 22 mil reais por van pela idade da van então esse valor que vocês pagam que as empresas de transportes recebem esse valor é fixo não tem relação com o número de viagem, a distância da viagem quer dizer se ele tem veículo novo ele ganha mais se velho ele ganhou menos mas não é condicionante o projeto é isso?
61_2022_Pleno_ordin_ata.pdf;61ª Reunião Ordinária;2022;Transporte Público Coletivo;46;28.2;frota, metro, onibus, sptrans, terminal;61ª Reunião Ordinária do Conselho Municipal de Trânsito e Transporte – CMTT Data: 24.06.2022 (sexta-feira) Horário: 9h às 12h (online) Participantes: Conselheiros | Órgãos Municipais Alexandre Francisco Trunkl – Secretário Adjunto da SMT Ana Pacolo - CET Andrea Compri - SPTrans Anselmo Rizante – TCM SP Bruno Tadeu da Costa - SMDHC Carlos Eduardo Guimarães de Vasconcellos – SVMA Cristiane Yoshie Matsnaka - SMS Cristina Soja - CET Dawton Gaia – Secretário Executivo do CMTT Denise Saliba Dia Gomes - CET Edilson Flausino Silva - SMPED Eduardo Reis - SPTRANS Eleonora Cordeiro Mattoso - SME Igor Pires - EDUCALIBRAS Johnson - CET Marcelo - EDUCALIBRAS Marcelo Almeida – SPTRANS Márcia Casa - CET Marcos Alessandro Ruiz - SETRAM Mariana Santana Pereira Santos - DTP Michele Perea Cavinato – SMT AT Myrna dos Santos Melo - SMPED Olivia Aroucha – SPTRANS Paulo Eduardo Soares Junior – Chefe Assessoria Tecnica da SMT Paulo Matias – SETRAM Rogério Batista - SMT Rogerio de Oliveira Ramos – SMT AT Rosilda - CET Sergio Amaral - CET Sonia de Fatima - SMT AT Thiago Luiz Rosasco Ermel – SGM Vanessa Gac - SETRAM Conselheiros da Sociedade Civil | Temáticos e Regionais Aline Pellegrini Matheus – Ciclistas André Ricardo Barbosa – Regional Norte Antonio Sampaio A. [...] E se tem algum estudo para um aumento da frota de táxis acessíveis?
